               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 119,            0.039896,            0.024572,             0.00999,             0.49212,             0.58087,             0.53355,             0.31188,            0.034649,            0.014863,           0.0077742,           0.0063514,           0.0063514,           0.0063514
                 120,            0.039803,            0.024624,           0.0099703,             0.48804,             0.58583,             0.53359,              0.3119,            0.034648,            0.014856,           0.0077664,           0.0063013,           0.0063013,           0.0063013
                 121,             0.03976,             0.02456,            0.010018,             0.48479,             0.59024,             0.53384,             0.31233,            0.034637,            0.014853,           0.0077647,           0.0062512,           0.0062512,           0.0062512
                 122,            0.039782,            0.024507,             0.00988,             0.48617,             0.58953,             0.53461,             0.31247,            0.034635,            0.014852,           0.0077533,            0.006201,            0.006201,            0.006201
                 123,            0.039778,            0.024643,            0.010017,             0.48532,             0.58981,             0.53476,             0.31268,            0.034629,            0.014854,           0.0077441,           0.0061508,           0.0061508,           0.0061508
                 124,            0.039623,            0.024549,            0.009943,             0.49303,             0.58353,             0.53528,             0.31287,            0.034629,            0.014854,           0.0077396,           0.0061005,           0.0061005,           0.0061005
                 125,            0.039583,            0.024475,           0.0099822,             0.49293,             0.58416,              0.5356,             0.31304,            0.034628,            0.014849,           0.0077353,           0.0060503,           0.0060503,           0.0060503
                 126,             0.03958,            0.024611,            0.010061,             0.49767,             0.58026,             0.53563,             0.31296,            0.034622,            0.014847,           0.0077331,               0.006,               0.006,               0.006
                 127,             0.03964,            0.024666,           0.0099508,             0.49782,              0.5793,             0.53556,             0.31291,            0.034623,            0.014854,           0.0077387,           0.0059497,           0.0059497,           0.0059497
                 128,            0.039762,            0.024672,           0.0098751,             0.48617,             0.59086,             0.53569,             0.31301,            0.034619,            0.014851,           0.0077328,           0.0058995,           0.0058995,           0.0058995
                 129,            0.039628,            0.024499,           0.0098633,              0.4981,             0.57995,             0.53593,             0.31327,            0.034615,            0.014853,           0.0077244,           0.0058492,           0.0058492,           0.0058492
                 130,            0.039528,            0.024538,           0.0098808,             0.47512,             0.60236,             0.53584,             0.31333,            0.034618,            0.014858,           0.0077173,            0.005799,            0.005799,            0.005799
                 131,             0.03952,            0.024487,           0.0098164,             0.48535,             0.59279,             0.53632,             0.31349,            0.034612,            0.014846,           0.0077074,           0.0057488,           0.0057488,           0.0057488
                 132,            0.039579,            0.024539,           0.0097501,             0.48111,             0.59859,             0.53658,             0.31377,            0.034601,            0.014836,           0.0077012,           0.0056987,           0.0056987,           0.0056987
                 133,             0.03959,            0.024437,           0.0098758,             0.48164,             0.59707,             0.53673,               0.314,            0.034599,            0.014834,           0.0077013,           0.0056486,           0.0056486,           0.0056486
                 134,            0.039513,            0.024478,           0.0097963,             0.48301,             0.59567,             0.53707,             0.31436,            0.034591,            0.014837,           0.0077037,           0.0055986,           0.0055986,           0.0055986
                 135,            0.039541,            0.024513,            0.009743,             0.48511,             0.59331,             0.53748,              0.3147,            0.034581,            0.014832,           0.0077045,           0.0055486,           0.0055486,           0.0055486
